Essential,NonEssential,NonTargeting,BrunelloKinome,GuideID,GeneSymbol,BrunelloWholeGenome,GuideID.1,GeneSymbol.1
,,,,VRK1-1,VRK1,,BHLHE23-1,BHLHE23
,,,,VRK1-2,VRK1,,BHLHE23-2,BHLHE23
,,,,VRK1-3,VRK1,,BHLHE23-3,BHLHE23
,,,,VRK1-4,VRK1,,BHLHE23-4,BHLHE23
,,,,VRK1-5,VRK1,,BHLHE40-1,BHLHE40
,,,,VRK1-6,VRK1,,BHLHE40-2,BHLHE40
,,,,VRK1-7,VRK1,,BHLHE40-3,BHLHE40
,,,,VRK1-8,VRK1,,BHLHE40-4,BHLHE40
,,,,VRK2-1,VRK2,,BHLHE41-1,BHLHE41
,,,,VRK2-2,VRK2,,BHLHE41-2,BHLHE41
,,,,VRK2-3,VRK2,,BHLHE41-3,BHLHE41
,,,,VRK2-4,VRK2,,BHLHE41-4,BHLHE41
,,,,VRK2-5,VRK2,,BHMT-1,BHMT
,,,,VRK2-6,VRK2,,BHMT-2,BHMT
,,,,VRK2-7,VRK2,,BHMT-3,BHMT
,,,,VRK2-8,VRK2,,BHMT-4,BHMT
,,,,VRK3-1,VRK3,,BHMT2-1,BHMT2
,,,,VRK3-2,VRK3,,BHMT2-2,BHMT2
,,,,VRK3-3,VRK3,,BHMT2-3,BHMT2
,,,,VRK3-4,VRK3,,BHMT2-4,BHMT2
,,,,VRK3-5,VRK3,,BICC1-1,BICC1
,,,,VRK3-6,VRK3,,BICC1-2,BICC1
,,,,VRK3-7,VRK3,,BICC1-3,BICC1
,,,,VRK3-8,VRK3,,BICC1-4,BICC1
,,,,WEE1-1,WEE1,,BICD1-1,BICD1
,,,,WEE1-2,WEE1,,BICD1-2,BICD1
,,,,WEE1-3,WEE1,,BICD1-3,BICD1
,,,,WEE1-4,WEE1,,BICD1-4,BICD1
,,,,WEE1-5,WEE1,,BICD2-1,BICD2
,,,,WEE1-6,WEE1,,BICD2-2,BICD2
,,,,WEE1-7,WEE1,,BICD2-3,BICD2
,,,,WEE1-8,WEE1,,BICD2-4,BICD2
,,,,WEE2-1,WEE2,,BID-1,BID
,,,,WEE2-2,WEE2,,BID-2,BID
,,,,WEE2-3,WEE2,,BID-3,BID
,,,,WEE2-4,WEE2,,BID-4,BID
,,,,WEE2-5,WEE2,,BIK-1,BIK
,,,,WEE2-6,WEE2,,BIK-2,BIK
,,,,WEE2-7,WEE2,,BIK-3,BIK
,,,,WEE2-8,WEE2,,BIK-4,BIK
,,,,WNK1-1,WNK1,,BIN1-1,BIN1
,,,,WNK1-2,WNK1,,BIN1-2,BIN1
,,,,WNK1-3,WNK1,,BIN1-3,BIN1
,,,,WNK1-4,WNK1,,BIN1-4,BIN1
,,,,WNK1-5,WNK1,,BIN2-1,BIN2
,,,,WNK1-6,WNK1,,BIN2-2,BIN2
,,,,WNK1-7,WNK1,,BIN2-3,BIN2
,,,,WNK1-8,WNK1,,BIN2-4,BIN2
,,,,WNK2-1,WNK2,,BIN3-1,BIN3
,,,,WNK2-2,WNK2,,BIN3-2,BIN3
,,,,WNK2-3,WNK2,,BIN3-3,BIN3
,,,,WNK2-4,WNK2,,BIN3-4,BIN3
,,,,WNK2-5,WNK2,,BIRC2-1,BIRC2
,,,,WNK2-6,WNK2,,BIRC2-2,BIRC2
,,,,WNK2-7,WNK2,,BIRC2-3,BIRC2
,,,,WNK2-8,WNK2,,BIRC2-4,BIRC2
,,,,WNK3-1,WNK3,,BIRC3-1,BIRC3
,,,,WNK3-2,WNK3,,BIRC3-2,BIRC3
,,,,WNK3-3,WNK3,,BIRC3-3,BIRC3
,,,,WNK3-4,WNK3,,BIRC3-4,BIRC3
,,,,WNK3-5,WNK3,,BIRC5-1,BIRC5
,,,,WNK3-6,WNK3,,BIRC5-2,BIRC5
,,,,WNK3-7,WNK3,,BIRC5-3,BIRC5
,,,,WNK3-8,WNK3,,BIRC5-4,BIRC5
,,,,WNK4-1,WNK4,,BIRC6-1,BIRC6
,,,,WNK4-2,WNK4,,BIRC6-2,BIRC6
,,,,WNK4-3,WNK4,,BIRC6-3,BIRC6
,,,,WNK4-4,WNK4,,BIRC6-4,BIRC6
,,,,WNK4-5,WNK4,,BIRC7-1,BIRC7
,,,,WNK4-6,WNK4,,BIRC7-2,BIRC7
,,,,WNK4-7,WNK4,,BIRC7-3,BIRC7
,,,,WNK4-8,WNK4,,BIRC7-4,BIRC7
,,,,XRCC6BP1-1,XRCC6BP1,,BIRC8-1,BIRC8
,,,,XRCC6BP1-2,XRCC6BP1,,BIRC8-2,BIRC8
,,,,XRCC6BP1-3,XRCC6BP1,,BIRC8-3,BIRC8
,,,,XRCC6BP1-4,XRCC6BP1,,BIRC8-4,BIRC8
,,,,XRCC6BP1-5,XRCC6BP1,,BIVM-1,BIVM
,,,,XRCC6BP1-6,XRCC6BP1,,BIVM-2,BIVM
,,,,XRCC6BP1-7,XRCC6BP1,,BIVM-3,BIVM
,,,,XRCC6BP1-8,XRCC6BP1,,BIVM-4,BIVM
,,,,XYLB-1,XYLB,,BIVM-ERCC5-1,BIVM-ERCC5
,,,,XYLB-2,XYLB,,BIVM-ERCC5-2,BIVM-ERCC5
,,,,XYLB-3,XYLB,,BIVM-ERCC5-3,BIVM-ERCC5
,,,,XYLB-4,XYLB,,BIVM-ERCC5-4,BIVM-ERCC5
,,,,XYLB-5,XYLB,,BLCAP-1,BLCAP
,,,,XYLB-6,XYLB,,BLCAP-2,BLCAP
,,,,XYLB-7,XYLB,,BLCAP-3,BLCAP
,,,,XYLB-8,XYLB,,BLCAP-4,BLCAP
,,,,YES1-1,YES1,,BLID-1,BLID
,,,,YES1-2,YES1,,BLID-2,BLID
,,,,YES1-3,YES1,,BLID-3,BLID
,,,,YES1-4,YES1,,BLID-4,BLID
,,,,YES1-5,YES1,,BLK-1,BLK
,,,,YES1-6,YES1,,BLK-2,BLK
,,,,YES1-7,YES1,,BLK-3,BLK
,,,,YES1-8,YES1,,BLK-4,BLK
,,,,ZAK-1,ZAK,,BLM-1,BLM
,,,,ZAK-2,ZAK,,BLM-2,BLM
,,,,ZAK-3,ZAK,,BLM-3,BLM
,,,,ZAK-4,ZAK,,BLM-4,BLM
,,,,ZAK-5,ZAK,,BLMH-1,BLMH
,,,,ZAK-6,ZAK,,BLMH-2,BLMH
,,,,ZAK-7,ZAK,,BLMH-3,BLMH
,,,,ZAK-8,ZAK,,BLMH-4,BLMH
,,,,ZAP70-1,ZAP70,,BLNK-1,BLNK
,,,,ZAP70-2,ZAP70,,BLNK-2,BLNK
,,,,ZAP70-3,ZAP70,,BLNK-3,BLNK
,,,,ZAP70-4,ZAP70,,BLNK-4,BLNK
,,,,ZAP70-5,ZAP70,,BLOC1S1-1,BLOC1S1
,,,,ZAP70-6,ZAP70,,BLOC1S1-2,BLOC1S1
,,,,ZAP70-7,ZAP70,,BLOC1S1-3,BLOC1S1
,,,,ZAP70-8,ZAP70,,BLOC1S1-4,BLOC1S1
,,,,,,,BLOC1S2-1,BLOC1S2
,,,,,,,BLOC1S2-2,BLOC1S2
,,,,,,,BLOC1S2-3,BLOC1S2
,,,,,,,BLOC1S2-4,BLOC1S2
,,,,,,,BLOC1S3-1,BLOC1S3
,,,,,,,BLOC1S3-2,BLOC1S3
,,,,,,,BLOC1S3-3,BLOC1S3
,,,,,,,BLOC1S3-4,BLOC1S3
,,,,,,,BLOC1S4-1,BLOC1S4
,,,,,,,BLOC1S4-2,BLOC1S4
,,,,,,,BLOC1S4-3,BLOC1S4
,,,,,,,BLOC1S4-4,BLOC1S4
,,,,,,,BLOC1S5-1,BLOC1S5
,,,,,,,BLOC1S5-2,BLOC1S5
,,,,,,,BLOC1S5-3,BLOC1S5
,,,,,,,BLOC1S5-4,BLOC1S5
,,,,,,,BLOC1S6-1,BLOC1S6
,,,,,,,BLOC1S6-2,BLOC1S6
,,,,,,,BLOC1S6-3,BLOC1S6
,,,,,,,BLOC1S6-4,BLOC1S6
,,,,,,,BLVRA-1,BLVRA
,,,,,,,BLVRA-2,BLVRA
,,,,,,,BLVRA-3,BLVRA
,,,,,,,BLVRA-4,BLVRA
,,,,,,,BLVRB-1,BLVRB
,,,,,,,BLVRB-2,BLVRB
,,,,,,,BLVRB-3,BLVRB
,,,,,,,BLVRB-4,BLVRB
,,,,,,,BLZF1-1,BLZF1
,,,,,,,BLZF1-2,BLZF1
,,,,,,,BLZF1-3,BLZF1
,,,,,,,BLZF1-4,BLZF1
,,,,,,,BMF-1,BMF
,,,,,,,BMF-2,BMF
,,,,,,,BMF-3,BMF
,,,,,,,BMF-4,BMF
,,,,,,,BMI1-1,BMI1
,,,,,,,BMI1-2,BMI1
,,,,,,,BMI1-3,BMI1
,,,,,,,BMI1-4,BMI1
,,,,,,,BMP1-1,BMP1
,,,,,,,BMP1-2,BMP1
,,,,,,,BMP1-3,BMP1
,,,,,,,BMP1-4,BMP1
,,,,,,,BMP10-1,BMP10
,,,,,,,BMP10-2,BMP10
,,,,,,,BMP10-3,BMP10
,,,,,,,BMP10-4,BMP10
,,,,,,,BMP15-1,BMP15
,,,,,,,BMP15-2,BMP15
,,,,,,,BMP15-3,BMP15
,,,,,,,BMP15-4,BMP15
,,,,,,,BMP2-1,BMP2
,,,,,,,BMP2-2,BMP2
,,,,,,,BMP2-3,BMP2
,,,,,,,BMP2-4,BMP2
,,,,,,,BMP2K-1,BMP2K
,,,,,,,BMP2K-2,BMP2K
,,,,,,,BMP2K-3,BMP2K
,,,,,,,BMP2K-4,BMP2K
,,,,,,,BMP3-1,BMP3
,,,,,,,BMP3-2,BMP3
,,,,,,,BMP3-3,BMP3
,,,,,,,BMP3-4,BMP3
,,,,,,,BMP4-1,BMP4
,,,,,,,BMP4-2,BMP4
,,,,,,,BMP4-3,BMP4
,,,,,,,BMP4-4,BMP4
,,,,,,,BMP5-1,BMP5
,,,,,,,BMP5-2,BMP5
,,,,,,,BMP5-3,BMP5
,,,,,,,BMP5-4,BMP5
,,,,,,,BMP6-1,BMP6
,,,,,,,BMP6-2,BMP6
,,,,,,,BMP6-3,BMP6
,,,,,,,BMP6-4,BMP6
,,,,,,,BMP7-1,BMP7
,,,,,,,BMP7-2,BMP7
,,,,,,,BMP7-3,BMP7
,,,,,,,BMP7-4,BMP7
,,,,,,,BMP8A-1,BMP8A
,,,,,,,BMP8A-2,BMP8A
,,,,,,,BMP8A-3,BMP8A
,,,,,,,BMP8A-4,BMP8A
,,,,,,,BMP8B-1,BMP8B
,,,,,,,BMP8B-2,BMP8B
,,,,,,,BMP8B-3,BMP8B
,,,,,,,BMP8B-4,BMP8B
,,,,,,,BMPER-1,BMPER
,,,,,,,BMPER-2,BMPER
,,,,,,,BMPER-3,BMPER
,,,,,,,BMPER-4,BMPER
,,,,,,,BMPR1A-1,BMPR1A
,,,,,,,BMPR1A-2,BMPR1A
,,,,,,,BMPR1A-3,BMPR1A
,,,,,,,BMPR1A-4,BMPR1A
,,,,,,,BMPR1B-1,BMPR1B
,,,,,,,BMPR1B-2,BMPR1B
,,,,,,,BMPR1B-3,BMPR1B
,,,,,,,BMPR1B-4,BMPR1B
,,,,,,,BMPR2-1,BMPR2
,,,,,,,BMPR2-2,BMPR2
,,,,,,,BMPR2-3,BMPR2
,,,,,,,BMPR2-4,BMPR2
,,,,,,,BMS1-1,BMS1
,,,,,,,BMS1-2,BMS1
,,,,,,,BMS1-3,BMS1
,,,,,,,BMS1-4,BMS1
,,,,,,,BMX-1,BMX
,,,,,,,BMX-2,BMX
,,,,,,,BMX-3,BMX
,,,,,,,BMX-4,BMX
,,,,,,,BNC1-1,BNC1
,,,,,,,BNC1-2,BNC1
,,,,,,,BNC1-3,BNC1
,,,,,,,BNC1-4,BNC1
,,,,,,,BNC2-1,BNC2
,,,,,,,BNC2-2,BNC2
,,,,,,,BNC2-3,BNC2
,,,,,,,BNC2-4,BNC2
,,,,,,,BNIP1-1,BNIP1
,,,,,,,BNIP1-2,BNIP1
,,,,,,,BNIP1-3,BNIP1
,,,,,,,BNIP1-4,BNIP1
,,,,,,,BNIP2-1,BNIP2
,,,,,,,BNIP2-2,BNIP2
,,,,,,,BNIP2-3,BNIP2
,,,,,,,BNIP2-4,BNIP2
,,,,,,,BNIP3-1,BNIP3
,,,,,,,BNIP3-2,BNIP3
,,,,,,,BNIP3-3,BNIP3
,,,,,,,BNIP3-4,BNIP3
,,,,,,,BNIP3L-1,BNIP3L
,,,,,,,BNIP3L-2,BNIP3L
,,,,,,,BNIP3L-3,BNIP3L
,,,,,,,BNIP3L-4,BNIP3L
,,,,,,,BNIPL-1,BNIPL
,,,,,,,BNIPL-2,BNIPL
,,,,,,,BNIPL-3,BNIPL
,,,,,,,BNIPL-4,BNIPL
,,,,,,,BOC-1,BOC
,,,,,,,BOC-2,BOC
,,,,,,,BOC-3,BOC
,,,,,,,BOC-4,BOC
,,,,,,,BOD1-1,BOD1
,,,,,,,BOD1-2,BOD1
,,,,,,,BOD1-3,BOD1
,,,,,,,BOD1-4,BOD1
,,,,,,,BOD1L1-1,BOD1L1
,,,,,,,BOD1L1-2,BOD1L1
,,,,,,,BOD1L1-3,BOD1L1
,,,,,,,BOD1L1-4,BOD1L1
,,,,,,,BOD1L2-1,BOD1L2
,,,,,,,BOD1L2-2,BOD1L2
,,,,,,,BOD1L2-3,BOD1L2
,,,,,,,BOD1L2-4,BOD1L2
,,,,,,,BOK-1,BOK
,,,,,,,BOK-2,BOK
,,,,,,,BOK-3,BOK
,,,,,,,BOK-4,BOK
,,,,,,,BOLA1-1,BOLA1
,,,,,,,BOLA1-2,BOLA1
,,,,,,,BOLA1-3,BOLA1
,,,,,,,BOLA1-4,BOLA1
,,,,,,,BOLA2-1,BOLA2
,,,,,,,BOLA2-2,BOLA2
,,,,,,,BOLA2-3,BOLA2
,,,,,,,BOLA2-4,BOLA2
,,,,,,,BOLA2B-1,BOLA2B
,,,,,,,BOLA2B-2,BOLA2B
,,,,,,,BOLA2B-3,BOLA2B
,,,,,,,BOLA2B-4,BOLA2B
,,,,,,,BOLA3-1,BOLA3
,,,,,,,BOLA3-2,BOLA3
,,,,,,,BOLA3-3,BOLA3
,,,,,,,BOLA3-4,BOLA3
,,,,,,,BOLL-1,BOLL
,,,,,,,BOLL-2,BOLL
,,,,,,,BOLL-3,BOLL
,,,,,,,BOLL-4,BOLL
,,,,,,,BOP1-1,BOP1
,,,,,,,BOP1-2,BOP1
,,,,,,,BOP1-3,BOP1
,,,,,,,BOP1-4,BOP1
,,,,,,,BORA-1,BORA
,,,,,,,BORA-2,BORA
,,,,,,,BORA-3,BORA
,,,,,,,BORA-4,BORA
,,,,,,,BPGM-1,BPGM
,,,,,,,BPGM-2,BPGM
,,,,,,,BPGM-3,BPGM
,,,,,,,BPGM-4,BPGM
,,,,,,,BPHL-1,BPHL
,,,,,,,BPHL-2,BPHL
,,,,,,,BPHL-3,BPHL
,,,,,,,BPHL-4,BPHL
,,,,,,,BPI-1,BPI
,,,,,,,BPI-2,BPI
,,,,,,,BPI-3,BPI
,,,,,,,BPI-4,BPI
,,,,,,,BPIFA1-1,BPIFA1
,,,,,,,BPIFA1-2,BPIFA1
,,,,,,,BPIFA1-3,BPIFA1
,,,,,,,BPIFA1-4,BPIFA1
,,,,,,,BPIFA2-1,BPIFA2
,,,,,,,BPIFA2-2,BPIFA2
,,,,,,,BPIFA2-3,BPIFA2
,,,,,,,BPIFA2-4,BPIFA2
,,,,,,,BPIFA3-1,BPIFA3
,,,,,,,BPIFA3-2,BPIFA3
,,,,,,,BPIFA3-3,BPIFA3
,,,,,,,BPIFA3-4,BPIFA3
,,,,,,,BPIFB1-1,BPIFB1
,,,,,,,BPIFB1-2,BPIFB1
,,,,,,,BPIFB1-3,BPIFB1
,,,,,,,BPIFB1-4,BPIFB1
,,,,,,,BPIFB2-1,BPIFB2
,,,,,,,BPIFB2-2,BPIFB2
,,,,,,,BPIFB2-3,BPIFB2
,,,,,,,BPIFB2-4,BPIFB2
,,,,,,,BPIFB3-1,BPIFB3
,,,,,,,BPIFB3-2,BPIFB3
,,,,,,,BPIFB3-3,BPIFB3
,,,,,,,BPIFB3-4,BPIFB3
,,,,,,,BPIFB4-1,BPIFB4
,,,,,,,BPIFB4-2,BPIFB4
,,,,,,,BPIFB4-3,BPIFB4
,,,,,,,BPIFB4-4,BPIFB4
,,,,,,,BPIFB6-1,BPIFB6
,,,,,,,BPIFB6-2,BPIFB6
,,,,,,,BPIFB6-3,BPIFB6
,,,,,,,BPIFB6-4,BPIFB6
,,,,,,,BPIFC-1,BPIFC
,,,,,,,BPIFC-2,BPIFC
,,,,,,,BPIFC-3,BPIFC
,,,,,,,BPIFC-4,BPIFC
,,,,,,,BPNT1-1,BPNT1
,,,,,,,BPNT1-2,BPNT1
,,,,,,,BPNT1-3,BPNT1
,,,,,,,BPNT1-4,BPNT1
,,,,,,,BPTF-1,BPTF
,,,,,,,BPTF-2,BPTF
,,,,,,,BPTF-3,BPTF
,,,,,,,BPTF-4,BPTF
,,,,,,,BPY2-1,BPY2
,,,,,,,BPY2-2,BPY2
,,,,,,,BPY2-3,BPY2
,,,,,,,BPY2-4,BPY2
,,,,,,,BPY2B-1,BPY2B
,,,,,,,BPY2B-2,BPY2B
,,,,,,,BPY2B-3,BPY2B
,,,,,,,BPY2B-4,BPY2B
,,,,,,,BPY2C-1,BPY2C
,,,,,,,BPY2C-2,BPY2C
,,,,,,,BPY2C-3,BPY2C
,,,,,,,BPY2C-4,BPY2C
,,,,,,,BRAF-1,BRAF
,,,,,,,BRAF-2,BRAF
,,,,,,,BRAF-3,BRAF
,,,,,,,BRAF-4,BRAF
,,,,,,,BRAP-1,BRAP
,,,,,,,BRAP-2,BRAP
,,,,,,,BRAP-3,BRAP
,,,,,,,BRAP-4,BRAP
,,,,,,,BRAT1-1,BRAT1
,,,,,,,BRAT1-2,BRAT1
,,,,,,,BRAT1-3,BRAT1
,,,,,,,BRAT1-4,BRAT1
,,,,,,,BRCA1-1,BRCA1
,,,,,,,BRCA1-2,BRCA1
,,,,,,,BRCA1-3,BRCA1
,,,,,,,BRCA1-4,BRCA1
,,,,,,,BRCA2-1,BRCA2
,,,,,,,BRCA2-2,BRCA2
,,,,,,,BRCA2-3,BRCA2
,,,,,,,BRCA2-4,BRCA2
,,,,,,,BRCC3-1,BRCC3
,,,,,,,BRCC3-2,BRCC3
,,,,,,,BRCC3-3,BRCC3
,,,,,,,BRCC3-4,BRCC3
,,,,,,,BRD1-1,BRD1
,,,,,,,BRD1-2,BRD1
,,,,,,,BRD1-3,BRD1
,,,,,,,BRD1-4,BRD1
,,,,,,,BRD2-1,BRD2
,,,,,,,BRD2-2,BRD2
,,,,,,,BRD2-3,BRD2
,,,,,,,BRD2-4,BRD2
,,,,,,,BRD3-1,BRD3
,,,,,,,BRD3-2,BRD3
,,,,,,,BRD3-3,BRD3
,,,,,,,BRD3-4,BRD3
,,,,,,,BRD4-1,BRD4
,,,,,,,BRD4-2,BRD4
,,,,,,,BRD4-3,BRD4
,,,,,,,BRD4-4,BRD4
,,,,,,,BRD7-1,BRD7
,,,,,,,BRD7-2,BRD7
,,,,,,,BRD7-3,BRD7
,,,,,,,BRD7-4,BRD7
,,,,,,,BRD8-1,BRD8
,,,,,,,BRD8-2,BRD8
,,,,,,,BRD8-3,BRD8
,,,,,,,BRD8-4,BRD8
,,,,,,,BRD9-1,BRD9
,,,,,,,BRD9-2,BRD9
,,,,,,,BRD9-3,BRD9
,,,,,,,BRD9-4,BRD9
,,,,,,,BRDT-1,BRDT
,,,,,,,BRDT-2,BRDT
,,,,,,,BRDT-3,BRDT
,,,,,,,BRDT-4,BRDT
,,,,,,,BRE-1,BRE
,,,,,,,BRE-2,BRE
,,,,,,,BRE-3,BRE
,,,,,,,BRE-4,BRE
,,,,,,,BRF1-1,BRF1
,,,,,,,BRF1-2,BRF1
,,,,,,,BRF1-3,BRF1
,,,,,,,BRF1-4,BRF1
,,,,,,,BRF2-1,BRF2
,,,,,,,BRF2-2,BRF2
,,,,,,,BRF2-3,BRF2
,,,,,,,BRF2-4,BRF2
,,,,,,,BRI3-1,BRI3
,,,,,,,BRI3-2,BRI3
,,,,,,,BRI3-3,BRI3
,,,,,,,BRI3-4,BRI3
,,,,,,,BRI3BP-1,BRI3BP
,,,,,,,BRI3BP-2,BRI3BP
,,,,,,,BRI3BP-3,BRI3BP
,,,,,,,BRI3BP-4,BRI3BP
,,,,,,,BRICD5-1,BRICD5
,,,,,,,BRICD5-2,BRICD5
,,,,,,,BRICD5-3,BRICD5
,,,,,,,BRICD5-4,BRICD5
,,,,,,,BRINP1-1,BRINP1
,,,,,,,BRINP1-2,BRINP1
,,,,,,,BRINP1-3,BRINP1
,,,,,,,BRINP1-4,BRINP1
,,,,,,,BRINP2-1,BRINP2
,,,,,,,BRINP2-2,BRINP2
,,,,,,,BRINP2-3,BRINP2
,,,,,,,BRINP2-4,BRINP2
,,,,,,,BRINP3-1,BRINP3
,,,,,,,BRINP3-2,BRINP3
,,,,,,,BRINP3-3,BRINP3
,,,,,,,BRINP3-4,BRINP3
,,,,,,,BRIP1-1,BRIP1
,,,,,,,BRIP1-2,BRIP1
,,,,,,,BRIP1-3,BRIP1
,,,,,,,BRIP1-4,BRIP1
,,,,,,,BRIX1-1,BRIX1
,,,,,,,BRIX1-2,BRIX1
,,,,,,,BRIX1-3,BRIX1
,,,,,,,BRIX1-4,BRIX1
,,,,,,,BRK1-1,BRK1
,,,,,,,BRK1-2,BRK1
,,,,,,,BRK1-3,BRK1
,,,,,,,BRK1-4,BRK1
,,,,,,,BRMS1-1,BRMS1
,,,,,,,BRMS1-2,BRMS1
,,,,,,,BRMS1-3,BRMS1
,,,,,,,BRMS1-4,BRMS1
,,,,,,,BRMS1L-1,BRMS1L
,,,,,,,BRMS1L-2,BRMS1L
,,,,,,,BRMS1L-3,BRMS1L
,,,,,,,BRMS1L-4,BRMS1L
,,,,,,,BROX-1,BROX
,,,,,,,BROX-2,BROX
,,,,,,,BROX-3,BROX
,,,,,,,BROX-4,BROX
,,,,,,,BRPF1-1,BRPF1
,,,,,,,BRPF1-2,BRPF1
,,,,,,,BRPF1-3,BRPF1
,,,,,,,BRPF1-4,BRPF1
,,,,,,,BRPF3-1,BRPF3
,,,,,,,BRPF3-2,BRPF3
,,,,,,,BRPF3-3,BRPF3
,,,,,,,BRPF3-4,BRPF3
,,,,,,,BRS3-1,BRS3
,,,,,,,BRS3-2,BRS3
,,,,,,,BRS3-3,BRS3
,,,,,,,BRS3-4,BRS3
,,,,,,,BRSK1-1,BRSK1
,,,,,,,BRSK1-2,BRSK1
,,,,,,,BRSK1-3,BRSK1
,,,,,,,BRSK1-4,BRSK1
,,,,,,,BRSK2-1,BRSK2
,,,,,,,BRSK2-2,BRSK2
,,,,,,,BRSK2-3,BRSK2
,,,,,,,BRSK2-4,BRSK2
,,,,,,,BRWD1-1,BRWD1
,,,,,,,BRWD1-2,BRWD1
,,,,,,,BRWD1-3,BRWD1
,,,,,,,BRWD1-4,BRWD1
,,,,,,,BRWD3-1,BRWD3
,,,,,,,BRWD3-2,BRWD3
,,,,,,,BRWD3-3,BRWD3
,,,,,,,BRWD3-4,BRWD3
,,,,,,,BSCL2-1,BSCL2
,,,,,,,BSCL2-2,BSCL2
,,,,,,,BSCL2-3,BSCL2
,,,,,,,BSCL2-4,BSCL2
,,,,,,,BSDC1-1,BSDC1
,,,,,,,BSDC1-2,BSDC1
,,,,,,,BSDC1-3,BSDC1
,,,,,,,BSDC1-4,BSDC1
,,,,,,,BSG-1,BSG
,,,,,,,BSG-2,BSG
,,,,,,,BSG-3,BSG
,,,,,,,BSG-4,BSG
,,,,,,,BSN-1,BSN
,,,,,,,BSN-2,BSN
,,,,,,,BSN-3,BSN
,,,,,,,BSN-4,BSN
,,,,,,,BSND-1,BSND
,,,,,,,BSND-2,BSND
,,,,,,,BSND-3,BSND
,,,,,,,BSND-4,BSND
,,,,,,,BSPH1-1,BSPH1
,,,,,,,BSPH1-2,BSPH1
,,,,,,,BSPH1-3,BSPH1
,,,,,,,BSPH1-4,BSPH1
,,,,,,,BSPRY-1,BSPRY
,,,,,,,BSPRY-2,BSPRY
,,,,,,,BSPRY-3,BSPRY
,,,,,,,BSPRY-4,BSPRY
,,,,,,,BST1-1,BST1
,,,,,,,BST1-2,BST1
,,,,,,,BST1-3,BST1
,,,,,,,BST1-4,BST1
,,,,,,,BST2-1,BST2
,,,,,,,BST2-2,BST2
,,,,,,,BST2-3,BST2
,,,,,,,BST2-4,BST2
,,,,,,,BSX-1,BSX
,,,,,,,BSX-2,BSX
,,,,,,,BSX-3,BSX
,,,,,,,BSX-4,BSX
,,,,,,,BTAF1-1,BTAF1
,,,,,,,BTAF1-2,BTAF1
,,,,,,,BTAF1-3,BTAF1
,,,,,,,BTAF1-4,BTAF1
,,,,,,,BTBD1-1,BTBD1
,,,,,,,BTBD1-2,BTBD1
,,,,,,,BTBD1-3,BTBD1
,,,,,,,BTBD1-4,BTBD1
,,,,,,,BTBD10-1,BTBD10
,,,,,,,BTBD10-2,BTBD10
,,,,,,,BTBD10-3,BTBD10
,,,,,,,BTBD10-4,BTBD10
,,,,,,,BTBD11-1,BTBD11
,,,,,,,BTBD11-2,BTBD11
,,,,,,,BTBD11-3,BTBD11
,,,,,,,BTBD11-4,BTBD11
,,,,,,,BTBD16-1,BTBD16
,,,,,,,BTBD16-2,BTBD16
,,,,,,,BTBD16-3,BTBD16
,,,,,,,BTBD16-4,BTBD16
,,,,,,,BTBD17-1,BTBD17
,,,,,,,BTBD17-2,BTBD17
,,,,,,,BTBD17-3,BTBD17
,,,,,,,BTBD17-4,BTBD17
,,,,,,,BTBD18-1,BTBD18
,,,,,,,BTBD18-2,BTBD18
,,,,,,,BTBD18-3,BTBD18
,,,,,,,BTBD18-4,BTBD18
,,,,,,,BTBD19-1,BTBD19
,,,,,,,BTBD19-2,BTBD19
,,,,,,,BTBD19-3,BTBD19
,,,,,,,BTBD19-4,BTBD19
,,,,,,,BTBD2-1,BTBD2
,,,,,,,BTBD2-2,BTBD2
,,,,,,,BTBD2-3,BTBD2
,,,,,,,BTBD2-4,BTBD2
,,,,,,,BTBD3-1,BTBD3
,,,,,,,BTBD3-2,BTBD3
,,,,,,,BTBD3-3,BTBD3
,,,,,,,BTBD3-4,BTBD3
,,,,,,,BTBD6-1,BTBD6
,,,,,,,BTBD6-2,BTBD6
,,,,,,,BTBD6-3,BTBD6
,,,,,,,BTBD6-4,BTBD6
,,,,,,,BTBD7-1,BTBD7
,,,,,,,BTBD7-2,BTBD7
,,,,,,,BTBD7-3,BTBD7
,,,,,,,BTBD7-4,BTBD7
,,,,,,,BTBD8-1,BTBD8
,,,,,,,BTBD8-2,BTBD8
,,,,,,,BTBD8-3,BTBD8
,,,,,,,BTBD8-4,BTBD8
,,,,,,,BTBD9-1,BTBD9
,,,,,,,BTBD9-2,BTBD9
,,,,,,,BTBD9-3,BTBD9
,,,,,,,BTBD9-4,BTBD9
,,,,,,,BTC-1,BTC
,,,,,,,BTC-2,BTC
,,,,,,,BTC-3,BTC
,,,,,,,BTC-4,BTC
,,,,,,,BTD-1,BTD
,,,,,,,BTD-2,BTD
,,,,,,,BTD-3,BTD
,,,,,,,BTD-4,BTD
,,,,,,,BTF3-1,BTF3
,,,,,,,BTF3-2,BTF3
,,,,,,,BTF3-3,BTF3
,,,,,,,BTF3-4,BTF3
,,,,,,,BTF3L4-1,BTF3L4
,,,,,,,BTF3L4-2,BTF3L4
,,,,,,,BTF3L4-3,BTF3L4
,,,,,,,BTF3L4-4,BTF3L4
,,,,,,,BTG1-1,BTG1
,,,,,,,BTG1-2,BTG1
,,,,,,,BTG1-3,BTG1
